Class,FPR,TPR,Thresholds,AUC
-1,0.0,0.0,inf,0.9645741940437204
-1,0.0,0.002570694087403599,0.9999951320339119,0.9645741940437204
-1,0.0,0.030848329048843187,0.9992983819230629,0.9645741940437204
-1,0.0,0.03598971722365039,0.999294608486219,0.9645741940437204
-1,0.0,0.12339331619537275,0.9990404149301129,0.9645741940437204
-1,0.0,0.12853470437017994,0.9990379025616739,0.9645741940437204
-1,0.0,0.14652956298200515,0.9989817881846789,0.9645741940437204
-1,0.0,0.15167095115681234,0.9989560166860509,0.9645741940437204
-1,0.0,0.18508997429305912,0.9987803075778512,0.9645741940437204
-1,0.0,0.19023136246786632,0.9987572828808481,0.9645741940437204
-1,0.0,0.2262210796915167,0.9983669975478521,0.9645741940437204
-1,0.00025746652935118434,0.2262210796915167,0.99836097127457,0.9645741940437204
-1,0.00025746652935118434,0.2442159383033419,0.9982821647554053,0.9645741940437204
-1,0.00025746652935118434,0.2493573264781491,0.998265122428697,0.9645741940437204
-1,0.00025746652935118434,0.2750642673521851,0.9977440474039629,0.9645741940437204
-1,0.0005149330587023687,0.2750642673521851,0.9977267363763964,0.9645741940437204
-1,0.0005149330587023687,0.3033419023136247,0.9969419481678136,0.9645741940437204
-1,0.0005149330587023687,0.30848329048843187,0.9968586649029411,0.9645741940437204
-1,0.0005149330587023687,0.41131105398457585,0.9923873129413469,0.9645741940437204
-1,0.000772399588053553,0.41131105398457585,0.99234793171283,0.9645741940437204
-1,0.000772399588053553,0.4473007712082262,0.9886465422961462,0.9645741940437204
-1,0.0010298661174047373,0.4473007712082262,0.9884965762274398,0.9645741940437204
-1,0.0010298661174047373,0.46272493573264784,0.9866214853851121,0.9645741940437204
-1,0.0012873326467559218,0.46272493573264784,0.9863140595344191,0.9645741940437204
-1,0.0012873326467559218,0.480719794344473,0.9857438932986293,0.9645741940437204
-1,0.001544799176107106,0.480719794344473,0.9851710500722571,0.9645741940437204
-1,0.001544799176107106,0.4884318766066838,0.985039967633456,0.9645741940437204
-1,0.0018022657054582905,0.4884318766066838,0.984980564470653,0.9645741940437204
-1,0.0018022657054582905,0.5012853470437018,0.9841351113493434,0.9645741940437204
-1,0.0020597322348094747,0.5012853470437018,0.9838130700473688,0.9645741940437204
-1,0.0020597322348094747,0.5269922879177378,0.9813859445621615,0.9645741940437204
-1,0.0020597322348094747,0.532133676092545,0.9813088413151777,0.9645741940437204
-1,0.0020597322348094747,0.5784061696658098,0.9711032193877693,0.9645741940437204
-1,0.0020597322348094747,0.583547557840617,0.9698870205806812,0.9645741940437204
-1,0.0020597322348094747,0.5912596401028277,0.963230321930715,0.9645741940437204
-1,0.002317198764160659,0.5912596401028277,0.9596322134646637,0.9645741940437204
-1,0.002317198764160659,0.6118251928020566,0.9410569060158857,0.9645741940437204
-1,0.002317198764160659,0.6169665809768637,0.9402056533268809,0.9645741940437204
-1,0.002317198764160659,0.6349614395886889,0.9109252329853649,0.9645741940437204
-1,0.0025746652935118436,0.6349614395886889,0.9068522284699947,0.9645741940437204
-1,0.0025746652935118436,0.6426735218508998,0.893784998752011,0.9645741940437204
-1,0.0028321318228630276,0.6426735218508998,0.8933722035875695,0.9645741940437204
-1,0.0028321318228630276,0.6683804627249358,0.859974066525782,0.9645741940437204
-1,0.003089598352214212,0.6683804627249358,0.8537744818307639,0.9645741940437204
-1,0.003089598352214212,0.6760925449871465,0.8439716519324157,0.9645741940437204
-1,0.0033470648815653965,0.6760925449871465,0.8296669200763879,0.9645741940437204
-1,0.0033470648815653965,0.6915167095115681,0.8150265453201562,0.9645741940437204
-1,0.004119464469618949,0.6915167095115681,0.8116502273979425,0.9645741940437204
-1,0.004119464469618949,0.6940874035989717,0.809278145125648,0.9645741940437204
-1,0.004376930998970134,0.6940874035989717,0.7999399423975555,0.9645741940437204
-1,0.004376930998970134,0.6966580976863753,0.7978937350123496,0.9645741940437204
-1,0.004891864057672502,0.6966580976863753,0.7958172105757378,0.9645741940437204
-1,0.004891864057672502,0.7095115681233933,0.7811883676865241,0.9645741940437204
-1,0.005149330587023687,0.7095115681233933,0.779475668278437,0.9645741940437204
-1,0.005149330587023687,0.7146529562982005,0.7706623916690725,0.9645741940437204
-1,0.005406797116374871,0.7146529562982005,0.754567012610441,0.9645741940437204
-1,0.005406797116374871,0.7172236503856041,0.7484399102401892,0.9645741940437204
-1,0.00592173017507724,0.7172236503856041,0.7409505454414437,0.9645741940437204
-1,0.00592173017507724,0.7197943444730077,0.7406797202699779,0.9645741940437204
-1,0.006179196704428424,0.7197943444730077,0.7402076173375127,0.9645741940437204
-1,0.006179196704428424,0.7223650385604113,0.7378717187566255,0.9645741940437204
-1,0.006436663233779609,0.7223650385604113,0.7350993407281837,0.9645741940437204
-1,0.006436663233779609,0.7326478149100257,0.7206123813378017,0.9645741940437204
-1,0.006436663233779609,0.7403598971722365,0.7201758955794896,0.9645741940437204
-1,0.007209062821833162,0.7403598971722365,0.7189216673809118,0.9645741940437204
-1,0.007209062821833162,0.7532133676092545,0.7086492046054371,0.9645741940437204
-1,0.007466529351184346,0.7532133676092545,0.7075316800671587,0.9645741940437204
-1,0.007466529351184346,0.7557840616966581,0.7059757184608775,0.9645741940437204
-1,0.007723995880535531,0.7557840616966581,0.7052489255307547,0.9645741940437204
-1,0.007723995880535531,0.7583547557840618,0.7049635671248029,0.9645741940437204
-1,0.007981462409886715,0.7583547557840618,0.6963520011106393,0.9645741940437204
-1,0.007981462409886715,0.7609254498714653,0.6897381459077511,0.9645741940437204
-1,0.008238928939237899,0.7609254498714653,0.6897319147216917,0.9645741940437204
-1,0.008238928939237899,0.7634961439588689,0.6842010062977918,0.9645741940437204
-1,0.008753861997940269,0.7634961439588689,0.6813461772485621,0.9645741940437204
-1,0.01004119464469619,0.7634961439588689,0.677622679521468,0.9645741940437204
-1,0.010556127703398558,0.7634961439588689,0.6736671489631388,0.9645741940437204
-1,0.010556127703398558,0.7660668380462725,0.673435485489858,0.9645741940437204
-1,0.011071060762100926,0.7660668380462725,0.6650924741178562,0.9645741940437204
-1,0.011071060762100926,0.7686375321336761,0.6595687927924605,0.9645741940437204
-1,0.01132852729145211,0.7686375321336761,0.657643012255267,0.9645741940437204
-1,0.01132852729145211,0.7712082262210797,0.6575661526833207,0.9645741940437204
-1,0.012358393408856848,0.7712082262210797,0.6519814683273951,0.9645741940437204
-1,0.013388259526261586,0.7712082262210797,0.6513272117615386,0.9645741940437204
-1,0.014418125643666324,0.7712082262210797,0.6461049987656531,0.9645741940437204
-1,0.014418125643666324,0.7737789203084833,0.6416854811206537,0.9645741940437204
-1,0.01596292481977343,0.7737789203084833,0.6282332607319,0.9645741940437204
-1,0.01596292481977343,0.7763496143958869,0.6263890972812054,0.9645741940437204
-1,0.016477857878475798,0.7763496143958869,0.6142731600323404,0.9645741940437204
-1,0.016477857878475798,0.7789203084832905,0.6139006258546745,0.9645741940437204
-1,0.016992790937178166,0.7789203084832905,0.613446686520635,0.9645741940437204
-1,0.018280123583934087,0.7789203084832905,0.6014576552000398,0.9645741940437204
-1,0.018280123583934087,0.781491002570694,0.6011659308901323,0.9645741940437204
-1,0.018537590113285273,0.781491002570694,0.5999085499361949,0.9645741940437204
-1,0.018537590113285273,0.7866323907455013,0.5993755735601617,0.9645741940437204
